*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),錳(mg),維生素A總量(IU),視網醇當量(RE)(ug),視網醇(ug),α-胡蘿蔔素(ug),β-胡蘿蔔素(ug),維生素D總量(IU),維生素D總量(ug),維生素D2(ug),維生素D3(ug),維生素E總量(mg),α-維生素E當量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),維生素K1(ug),維生素K2 (MK-4)(ug),維生素K2 (MK-7)(ug),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕櫚酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M總量(mg),肉豆蔻烯酸(14:1)(mg),棕櫚烯酸(16:1)(mg),油酸(18:1)(mg),鱈烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),P/M/S,反式脂肪(mg),水解胺基酸總量(mg),天門冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),絲胺酸(Ser)(mg),麩胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),纈胺酸(Val)(mg),甲硫胺酸(Met)(mg),異白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),離胺酸(Lys)(mg),組胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),膽固醇(mg),酒精含量(g)
E7700501,蔬菜類,黑豆芽,樣品狀態:生; 前處理描述:混合均勻打碎,,0 ,52 ,43,85.0,6.6,1.1,0.3,0.9,6.4,4.3,0.8,0.3,0.6,0.0,0.0,0.0,0.0,3,325,33,35,1.2,0.7,115,0.158 ,0.535 ,351,35,,,211,0.00 ,0.00 ,0.00 ,,2.03 ,0.43 ,0.26 ,0.07 ,1.25 ,0.46 ,111.15 ,0.00 ,0.00 ,0.11,0.13,0.85,0.16,,217.0,10.2,259,0,0,0,0,0,0,0,0,167,0,74,0,7,8,3,221,0,0,221,0,0,630,544,86,0,0,0,0,0,0,2.85/1.00/1.17,0 ,5760 ,1540 ,224 ,305 ,703 ,253 ,206 ,259 ,39 ,289 ,54 ,244 ,416 ,13 ,280 ,283 ,167 ,409 ,76 ,,
E7700601,蔬菜類,葵花芽,樣品狀態:生; 前處理描述:混合均勻打碎,,,26 ,22,92.0,2.5,0.4,0.1,0.8,4.3,2.4,1.6,1.3,0.3,,0.0,0.0,0.0,1,121,22,45,0.8,0.9,60,,,363,36,,,218,,,,,2.72 ,1.99 ,1.70 ,0.49 ,0.52 ,0.02 ,,,,0.02,0.13,0.89,0.16,,,8.0,72,0,1,0,0,0,0,1,1,36,1,16,0,3,8,6,189,0,1,187,1,0,93,67,26,0,0,0,0,0,1,1.30/2.64/1.00,,2096 ,291 ,79 ,93 ,506 ,86 ,95 ,120 ,12 ,122 ,23 ,102 ,146 ,64 ,85 ,89 ,55 ,127 ,0 ,,
E7700701,蔬菜類,綠豆芽,樣品狀態:生; 前處理描述:混合均勻打碎,"豆芽菜,豆菜,綠豆菜",,24 ,21,93.1,2.3,0.2,,0.3,4.1,1.3,1.3,0.6,0.7,,0.0,0.0,0.0,16,128,56,14,0.8,0.3,32,0.059 ,,7,1,,0,4,,,,,0.19 ,0.07 ,0.06 ,0.00 ,0.12 ,0.01 ,,,,0.04,0.11,0.31,0.09,,27.6,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518 ,450 ,60 ,66 ,111 ,35 ,44 ,60 ,6 ,94 ,11 ,76 ,102 ,49 ,78 ,92 ,53 ,117 ,17 ,,
E7700801,蔬菜類,豌豆芽,樣品狀態:生; 前處理描述:混合均勻打碎,"豌豆嬰,荷蘭豆芽(嬰)",0 ,25 ,22,92.2,4.0,0.4,0.2,0.5,2.9,1.9,0.6,0.0,0.0,0.0,0.0,0.6,0.0,2,125,6,12,0.5,0.3,51,0.062 ,0.147 ,526,53,,,316,0.00 ,0.00 ,0.00 ,,0.40 ,0.38 ,0.38 ,0.00 ,0.02 ,0.00 ,129.24 ,0.00 ,0.00 ,0.16,0.21,0.65,0.15,,54.3,14.6,192,0,0,0,0,0,0,0,0,139,0,37,0,8,8,0,66,0,0,66,0,0,155,97,58,0,0,0,0,0,16,2.34/1.00/2.90,0 ,2970 ,963 ,90 ,78 ,700 ,71 ,90 ,115 ,9 ,125 ,11 ,73 ,120 ,60 ,100 ,106 ,75 ,110 ,74 ,,
E7700901,蔬菜類,蕎麥芽,樣品狀態:生; 前處理描述:混合均勻打碎,"烏麥芽,花蕎芽,荍麥芽",,20 ,16,94.1,1.9,0.2,0.0,0.4,3.4,2.1,,,,,,,,4,79,30,39,0.2,0.5,60,,,423,42,,,254,,,,,3.96 ,1.34 ,1.00 ,0.13 ,2.77 ,0.06 ,,,,0.05,0.10,0.79,0.15,,,15.1,48,0,0,0,0,2,0,4,0,38,0,4,0,0,0,0,28,0,0,28,0,0,139,68,70,0,0,0,0,0,0,4.97/1.00/1.74,,,,,,,,,,,,,,,,,,,,,,
E7701001,蔬菜類,蘿蔔芽,樣品狀態:生; 前處理描述:混合均勻打碎,"蘿蔔嬰,菜頭嬰(苗/芽),菜頭苗,貝芽菜",,24 ,21,93.0,2.1,0.4,0.1,0.6,3.9,1.2,0.3,0.3,0.0,,0.0,0.0,0.0,7,102,39,37,1.3,0.6,64,,,271,27,,,162,,,,,2.79 ,2.50 ,2.34 ,0.29 ,0.16 ,0.00 ,,,,0.05,0.11,0.94,0.20,,,38.5,74,0,0,0,0,1,0,4,1,48,0,8,0,3,3,7,185,0,4,65,19,97,83,29,54,0,0,0,0,0,9,1.11/2.49/1.00,,1833 ,165 ,84 ,87 ,451 ,71 ,88 ,98 ,20 ,112 ,28 ,79 ,120 ,65 ,89 ,111 ,62 ,103 ,0 ,,
E8700101,蔬菜類,山蘇菜,樣品狀態:生; 前處理描述:混合均勻打碎,"山蘇花,鳥巢蕨,山翅菜,雀(鳥)巢羊齒,歪頭 菜,巢鐵角蕨,掌草",,26 ,20,91.6,3.0,0.2,0.1,0.9,4.4,3.3,0.0,0.0,0.0,,0.0,0.0,0.0,5,350,47,34,0.2,0.8,51,0.020 ,,1025,103,,,615,,,,,1.24 ,1.08 ,0.96 ,0.24 ,0.03 ,0.02 ,,,,0.01,0.15,2.30,0.15,,80.0,42.7,82,0,0,0,0,0,0,5,0,59,0,6,0,6,0,6,24,0,0,22,3,0,63,33,19,0,11,0,0,0,0,2.59/1.00/3.35,,1969 ,184 ,101 ,187 ,352 ,98 ,115 ,100 ,57 ,98 ,10 ,73 ,145 ,77 ,97 ,108 ,49 ,92 ,26 ,,
E8800101,蔬菜類,火炭母草,樣品狀態:生; 前處理描述:混合均勻打碎,"川七,清飯藤,冷飯藤,雞糞(屎)藤,烏炭子",,12 ,9,93.6,1.6,0.4,,3.2,1.2,1.7,,,,,,,,26,540,115,83,3.1,0.6,22,,,33407,3341,,1350,19370,,,,,,,,,,,,,,0.01,0.13,0.30,0.06,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8900101,蔬菜類,石蓮花,樣品狀態:生; 前處理描述:混合均勻打碎,蓮座草,,11 ,9,96.7,0.4,0.1,0.0,0.6,2.2,0.6,0.1,0.0,0.1,,0.0,0.0,0.0,40,74,231,30,0.7,0.1,12,,,420,42,,,252,,,,,0.92 ,0.89 ,0.87 ,0.03 ,0.03 ,0.00 ,,,,0.02,0.03,0.47,0.10,,,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
E9000101,蔬菜類,青葙,樣品狀態:生; 前處理描述:混合均勻打碎,"野雞冠,雞冠莧,筆雞冠,草決明",,50 ,44,86.5,2.5,1.6,,1.7,7.7,3.3,,,,,,,,44,360,192,102,2.2,0.6,50,,,11766,1177,,0,7060,,,,,,,,,,,,,,0.03,0.02,0.62,0.10,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9100101,蔬菜類,假人蔘,樣品狀態:生; 前處理描述:混合均勻打碎,"土人參,參仔葉(草),土高麗參,臺灣(野)參,櫨蘭,東洋參,參草",,32 ,30,92.6,1.6,2.2,,1.3,2.2,1.0,,,,,,,,17,330,62,84,4.2,0.3,28,,,5775,578,,250,3340,,,,,,,,,,,,,,0.01,0.01,0.20,0.01,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9200101,蔬菜類,野苦瓜嫩梢,樣品狀態:生; 前處理描述:混合均勻打碎,,,77 ,60,77.7,5.7,1.7,,2.7,12.2,8.8,,,,,,,,16,650,459,99,8.5,0.9,89,,,9516,952,,340,5540,,,,,,,,,,,,,,0.02,0.04,0.72,0.22,,,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9300101,蔬菜類,過溝菜蕨,樣品狀態:生; 前處理描述:混合均勻打碎,"過貓(溝),過貓(溝)菜,蕨山貓,食用雙囊蕨",,27 ,22,91.9,3.1,0.8,,1.0,3.2,2.9,,,,,,,,6,347,17,29,1.4,0.9,70,,,1752,175,,0,1051,,,,,0.49 ,0.39 ,0.34 ,0.09 ,0.02 ,0.04 ,,,,0.00,0.05,2.10,0.07,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826 ,181 ,98 ,109 ,246 ,93 ,109 ,95 ,61 ,108 ,31 ,83 ,153 ,75 ,88 ,109 ,57 ,97 ,34 ,,
E9400101,蔬菜類,蔘鬚,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,,330 ,300,10.9,7.0,1.8,0.9,4.2,76.2,16.0,27.1,11.9,12.7,,0.0,2.5,0.0,32,244,325,78,39.4,2.6,96,,,0,0,,,0,,,,,1.29 ,1.16 ,1.09 ,0.14 ,0.06 ,0.00 ,,,,0.01,0.07,1.53,0.33,,,0.0,916,0,0,0,0,0,0,30,12,508,61,292,0,13,0,0,457,0,0,403,28,27,359,218,29,0,112,0,0,0,33,1.00/1.27/2.55,,5089 ,571 ,226 ,197 ,643 ,186 ,213 ,255 ,47 ,222 ,47 ,205 ,370 ,170 ,242 ,351 ,146 ,957 ,44 ,,
E9500101,蔬菜類,龍骨瓣莕菜,"樣品狀態:生; 前處理描述:去根部,混合均勻打碎","水蓮菜,野蓮,銀蓮花,水皮蓮,刺種莕菜,捲瓣莕菜",14 ,17 ,14,94.7,1.1,0.3,0.1,0.8,3.1,1.9,0.6,0.2,0.4,,0.0,0.0,0.0,111,229,26,10,3.7,0.6,21,,,350,35,,,210,,,,,0.24 ,0.22 ,0.21 ,0.00 ,0.03 ,0.00 ,,,,0.00,0.21,0.53,0.05,,,7.1,135,0,1,1,0,1,0,3,5,102,2,12,0,3,4,1,35,0,3,20,1,11,95,76,18,0,0,0,0,0,7,2.70/1.00/3.85,,,,,,,,,,,,,,,,,,,,,,
E9600101,蔬菜類,薄荷,樣品狀態:生; 前處理描述:混合均勻打碎,"仁丹草,升陽藥,南薄荷,夜息花,野薄荷,新卜荷",,55 ,41,83.4,3.1,0.6,,2.1,10.9,7.5,,,,,,,,14,520,188,68,11.0,0.5,46,,,22666,2267,,0,13600,,,,,,,,,,,,,,0.01,0.13,0.59,0.01,,,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9700101,蔬菜類,蕺菜,樣品狀態:生; 前處理描述:混合均勻打碎,"魚腥草,臭腥草,臭臊草,臭瘥草,手藥",,46 ,42,86.2,3.2,0.9,,2.1,7.7,1.9,,,,,,,,23,500,79,66,8.4,0.7,48,,,4598,460,,98,2710,,,,,,,,,,,,,,0.01,0.01,0.86,0.07,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9800101,蔬菜類,蘆薈,樣品狀態:生; 前處理描述:混合均勻打碎,盧會,70 ,4 ,2,99.1,0.1,0.4,,0.2,0.2,1.4,,,,,,,,18,30,36,7,0.1,0.0,2,,,0,0,,0,0,,,,,,,,,,,,,,0.00,0.00,0.07,0.03,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9900101,蔬菜類,皇宮菜,樣品狀態:生; 前處理描述:混合均勻打碎,,,22 ,18,93.1,2.2,0.3,,0.9,3.5,2.1,,,,,,,,20,300,68,55,1.1,0.3,37,,,23532,2354,,140,14050,,,,,,,,,,,,,,0.00,0.24,0.40,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9900201,蔬菜類,香芫荽,"樣品狀態:生; 前處理描述:去莖部,混合均勻打碎",,,23 ,19,93.0,2.4,0.2,,0.5,3.9,2.2,,,,,,,,74,230,91,22,2.9,0.7,47,,,4416,442,,2300,1500,,,,,,,,,,,,,,0.01,0.10,0.70,0.04,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9900301,蔬菜類,荷蘭豆菜心,樣品狀態:生; 前處理描述:混合均勻打碎,,,30 ,25,90.9,3.9,0.6,,0.8,3.9,2.8,,,,,,,,9,320,33,23,1.1,0.6,84,,,34707,3472,,50,20800,,,,,,,,,,,,,,0.02,0.25,0.50,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9900401,蔬菜類,厥子,樣品狀態:生; 前處理描述:混合均勻打碎,,,23 ,12,93.0,2.3,0.2,,0.6,3.9,5.7,,,,,,,,3,320,11,20,0.9,1.4,65,,,2075,208,,30,1230,,,,,,,,,,,,,,0.00,0.10,2.40,0.03,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9900501,蔬菜類,義大利茼蒿,"樣品狀態:生; 前處理描述:去根部,混合均勻打碎",,5 ,15 ,12,95.3,1.6,0.4,0.1,0.9,1.9,1.6,0.4,0.0,0.4,,0.0,0.0,0.0,1,295,72,22,1.4,0.4,38,,,4093,409,,,2456,,,,,0.65 ,0.39 ,0.36 ,0.00 ,0.29 ,0.00 ,,,,0.05,0.11,0.33,0.04,,,2.5,103,0,2,0,0,1,0,3,1,80,0,6,0,2,4,4,20,0,5,14,0,1,273,92,182,0,0,0,0,0,2,13.50/1.00/5.10,,,,,,,,,,,,,,,,,,,,,,
E9900601,蔬菜類,龍延草,樣品狀態:生; 前處理描述:混合均勻打碎,,,79 ,77,77.7,3.9,2.3,,3.4,12.7,0.7,,,,,,,,22,780,424,140,7.5,1.9,123,,,9295,930,,455,5350,,,,,,,,,,,,,,0.05,0.26,0.84,0.03,,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9900701,蔬菜類,麵包果,"樣品狀態:生; 前處理描述:去心及皮,含籽,混合均勻打碎","釋迦果,馬檳榔",50 ,61 ,53,85.4,1.0,1.8,0.6,0.7,11.2,4.3,4.6,2.3,2.3,0.0,0.0,0.0,0.0,2,269,51,33,0.0,0.0,19,0.071 ,0.073 ,319,32,0,,191,0.00 ,0.00 ,0.00 ,0.00 ,1.76 ,1.44 ,1.27 ,0.31 ,0.17 ,0.01 ,2.99 ,0.00 ,0.00 ,0.05,0.05,1.86,0.00,0.00,18.4,4.5,637,0,0,0,0,0,0,3,0,496,2,63,0,9,26,38,564,0,10,531,8,15,608,581,28,0,0,0,0,0,10,1.08/1.00/1.13,0 ,960 ,154 ,46 ,56 ,114 ,45 ,58 ,51 ,7 ,59 ,6 ,48 ,74 ,47 ,58 ,68 ,19 ,51 ,0 ,0 ,
E9900801,蔬菜類,冰花,"樣品狀態:生,冷藏盒裝; 前處理描述:混合均勻打碎","冰菜,水晶冰花,冰葉日中花",0 ,7 ,6,96.4,0.8,0.1,0.1,1.7,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,359,10,12,0.3,0.1,22,0.038 ,1.249 ,989,99,0,,593,0.00 ,0.00 ,0.00 ,,0.08 ,0.08 ,0.08 ,0.00 ,0.00 ,0.00 ,65.11 ,0.00 ,0.00 ,0.02,0.04,0.24,0.07,,82.9,2.1,69,0,0,0,0,0,0,0,0,51,0,9,0,0,9,0,8,0,0,8,0,0,43,11,32,0,0,0,0,0,0,5.32/1.00/8.55,0 ,419 ,50 ,19 ,21 ,66 ,24 ,31 ,25 ,6 ,25 ,0 ,19 ,33 ,16 ,21 ,27 ,9 ,24 ,0 ,,
F0110101,藻類,紅毛苔,樣品狀態:乾貨; 前處理描述:混合均勻打碎,"海發菜,海髮菜,頭髮菜,紅毛菜",,265 ,214,7.0,39.9,1.9,1.1,14.2,36.9,26.6,0.0,0.0,0.0,,0.0,0.0,0.0,209,4160,278,297,62.0,4.7,829,,,54,5,,,32,,,,,0.55 ,0.55 ,0.55 ,0.00 ,0.00 ,0.00 ,,,,0.41,2.64,9.51,0.23,73.93,241.1,0.0,1125,0,0,0,0,0,0,8,0,1088,0,28,0,0,0,0,127,0,0,127,0,0,628,57,130,34,61,346,0,0,35,4.95/1.00/8.88,,34755 ,3477 ,1965 ,1747 ,4524 ,1572 ,2400 ,4196 ,256 ,2247 ,160 ,1375 ,2750 ,1442 ,1399 ,1813 ,447 ,2327 ,660 ,,
F0210101,藻類,紫菜,樣品狀態:乾貨; 前處理描述:混合均勻打碎,海苔,0 ,268 ,212,12.3,28.1,0.9,0.5,10.9,47.9,29.0,0.0,0.0,0.0,,0.0,0.0,0.0,968,2754,342,363,56.2,3.7,478,,,295,30,,46,154,,,,,2.14 ,2.14 ,2.14 ,0.00 ,0.00 ,0.00 ,,,,0.32,2.17,5.30,0.56,65.26,281.2,0.0,477,0,0,0,0,3,0,8,3,441,0,17,0,4,0,0,69,0,3,56,5,6,319,27,13,4,85,189,0,0,23,4.61/1.00/6.89,,24811 ,2486 ,1293 ,1268 ,2825 ,1550 ,1573 ,2672 ,808 ,1560 ,476 ,921 ,1871 ,979 ,1010 ,1335 ,389 ,1676 ,120 ,0 ,
F0210102,藻類,熟紫菜,樣品狀態:乾貨; 前處理描述:混合均勻打碎,海苔,,294 ,223,10.4,18.1,0.4,0.3,8.7,62.4,37.3,,,,,,,,517,1606,352,424,37.9,1.8,332,,,7198,720,,310,4164,,,,,1.69 ,1.69 ,1.69 ,0.00 ,0.00 ,0.00 ,,,,0.28,1.60,4.02,0.63,59.05,409.9,0.1,261,0,0,0,0,0,0,4,2,240,1,12,0,3,0,0,57,0,2,47,8,0,98,29,2,0,24,43,0,0,,1.71/1.00/4.57,,15469 ,1632 ,897 ,856 ,1943 ,731 ,1069 ,1719 ,197 ,1108 ,211 ,578 ,1250 ,510 ,657 ,946 ,334 ,834 ,0 ,,
F0310101,藻類,髮菜,樣品狀態:乾貨; 前處理描述:混合均勻打碎,"頭髮菜,紅毛菜,發菜",0 ,302 ,275,15.7,10.3,0.5,0.3,4.0,69.5,14.6,0.0,0.0,0.0,,0.0,0.0,0.0,107,89,1187,132,40.7,1.8,73,,,0,0,,0,0,,,,,0.89 ,0.87 ,0.85 ,0.04 ,0.00 ,0.00 ,,,,0.10,0.61,1.90,0.88,0.09,24.0,0.0,324,0,0,0,0,5,0,7,0,226,0,83,0,2,1,1,50,0,0,50,0,0,139,115,9,16,0,0,0,0,0,2.80/1.00/6.53,,19421 ,2634 ,1271 ,926 ,2414 ,936 ,1168 ,1478 ,150 ,1104 ,267 ,1003 ,1673 ,639 ,885 ,843 ,269 ,1553 ,208 ,0 ,
F0400101,藻類,麒麟菜,"樣品狀態:生,褐色; 前處理描述:混合均勻打碎","麒麟草,海麒麟草,海珊湖,珊湖藻(草),鹹(鹽/神/福)草",0 ,41 ,33,87.5,1.0,0.0,0.0,1.6,9.9,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,16,62,26,18,0.9,0.5,42,,,0,0,,,0,,,,,0.04 ,0.04 ,0.04 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.00,0.16,0.08,0.21,18.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
F0410101,藻類,乾麒麟菜,樣品狀態:乾貨; 前處理描述:混合均勻打碎,"乾麒麟草,乾海麒麟草,乾海珊湖,乾珊湖藻(草),乾鹹(鹽/神/福)草",0 ,189 ,166,6.2,1.2,0.5,0.2,45.4,46.7,12.2,0.0,0.0,0.0,,0.0,0.0,0.0,14908,567,252,73,3.2,0.3,6,,,0,0,,,0,,,,,1.00 ,0.22 ,0.12 ,0.03 ,0.78 ,0.07 ,,,,0.01,0.04,0.11,0.00,0.00,4.6,0.0,235,0,0,0,0,0,0,15,0,153,0,67,0,0,0,0,172,0,0,172,0,0,65,65,0,0,0,0,0,0,0,1.00/2.63/3.60,,,,,,,,,,,,,,,,,,,,,,
F0500101,藻類,礁膜,樣品狀態:生; 前處理描述:混合均勻打碎,海菜(澎湖人稱),0 ,16 ,9,94.8,0.3,0.1,,1.1,3.7,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,77,19,92,86,3.3,0.2,2,,,543,54,,0,326,,,,,0.03 ,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.01,0.16,0.00,0.00,110.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0610101,藻類,乾海茸芯,樣品狀態:乾貨; 前處理描述:混合均勻打碎,"海海洋竹笙,乾素蹄筋",,254 ,178,15.1,8.4,0.2,,17.2,59.1,40.0,,,,,,,,4196,1673,904,899,3.3,1.0,302,,,0,0,,0,0,,,,,0.24 ,0.22 ,0.22 ,0.00 ,0.02 ,0.00 ,,,,0.08,0.29,4.66,1.70,0.30,46.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7076 ,737 ,365 ,345 ,1044 ,246 ,411 ,1106 ,179 ,503 ,138 ,293 ,444 ,214 ,320 ,326 ,117 ,287 ,0 ,,
F07001,藻類,海帶平均值,樣品狀態:生; 前處理描述:混合均勻打碎,"江白菜,昆布,海昆布",0 ,19 ,14,94.1,0.7,0.1,0.0,0.8,4.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,6,80,21,0.9,0.1,11,0.006 ,0.022 ,268,27,0,38,142,0.00 ,0.00 ,0.00 ,0.00 ,0.13 ,0.08 ,0.07 ,0.00 ,0.04 ,0.01 ,14.90 ,0.00 ,0.00 ,0.01,0.01,0.10,0.50,0.12,38.2,0.1,35,0,0,0,0,0,0,7,0,23,0,4,0,0,1,0,21,0,1,19,0,1,23,6,4,1,6,5,0,0,0,1.10/1.00/1.66,0 ,445 ,51 ,25 ,25 ,57 ,17 ,30 ,34 ,6 ,29 ,12 ,19 ,36 ,18 ,22 ,28 ,12 ,25 ,0 ,,
F0700101,藻類,海帶卷,樣品狀態:生; 前處理描述:混合均勻打碎,"江白菜卷,昆布卷,海昆布卷",0 ,14 ,9,95.5,0.7,0.2,0.1,0.8,2.8,2.7,0.0,0.0,0.0,,0.0,0.0,0.0,367,6,64,13,0.4,0.1,8,,,250,25,,150,75,,,,,0.48 ,0.23 ,0.19 ,0.02 ,0.22 ,0.04 ,,,,0.01,0.00,0.24,0.05,0.00,13.0,0.2,59,0,0,0,0,1,0,14,0,35,0,9,0,0,0,0,55,0,3,53,0,0,53,12,7,6,19,8,0,0,0,1.00/1.05/1.13,,,,,,,,,,,,,,,,,,,,,,
F0700102,藻類,海帶茸,樣品狀態:生; 前處理描述:混合均勻打碎,"江白菜茸,昆布茸,海昆布茸",0 ,29 ,25,91.0,1.1,0.0,,1.4,6.5,1.9,,,,,,,,208,7,162,51,1.1,0.2,18,,,1058,106,,0,635,,,,,0.13 ,0.13 ,0.13 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.03,0.13,2.15,,10.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0700103,藻類,海帶梗,樣品狀態:生; 前處理描述:混合均勻打碎,海帶根,0 ,14 ,9,95.9,0.4,0.0,0.0,0.5,3.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,8,41,7,0.6,0.2,9,0.006 ,0.022 ,0,0,0,,0,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14.90 ,0.00 ,0.00 ,0.00,0.00,0.00,0.00,0.49,52.2,0.0,7,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,1,0,0,0,1.23/1.00/4.49,0 ,365 ,42 ,20 ,20 ,48 ,13 ,25 ,27 ,3 ,24 ,10 ,17 ,31 ,15 ,17 ,23 ,6 ,22 ,0 ,,
F0700104,藻類,海帶結,樣品狀態:生; 前處理描述:混合均勻打碎,"江白菜結,昆布結,海昆布結",,17 ,12,94.7,0.8,0.1,0.0,0.8,3.6,2.4,0.0,0.0,0.0,,0.0,0.0,0.0,230,7,78,22,1.3,0.1,11,,,0,0,,0,0,,,,,0.03 ,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.01,0.06,0.29,0.00,91.8,0.1,27,0,0,0,0,1,0,7,0,15,0,4,0,0,0,0,29,0,2,27,0,0,34,7,6,0,12,9,0,0,0,1.25/1.05/1.00,,,,,,,,,,,,,,,,,,,,,,
F0700105,藻類,海帶絲,樣品狀態:生; 前處理描述:混合均勻打碎,"江白菜絲,昆布絲,海昆布絲",,22 ,17,93.6,0.7,0.1,,0.6,5.0,2.8,,,,,,,,151,4,53,12,0.8,0.1,8,,,0,0,,0,0,,,,,0.01 ,0.01 ,0.01 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.01,0.06,0.00,0.00,23.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525 ,60 ,30 ,29 ,66 ,21 ,34 ,40 ,9 ,33 ,14 ,22 ,41 ,20 ,28 ,32 ,18 ,28 ,0 ,,
